Row,Instruction,Query,Distance
100,"For the last 5 days from when the query is run until now, returns a maximum of 100 xdr_data records with the events of the _time field with a new field called ""x"". The ""x"" field lists the final timestamp at the end of 5 days from when the query runs for the events in descending order. For more information on this relative time frame range, see the config timeframe function.","config timeframe = between ""5d"" and ""now""
| dataset = xdr_data
| alter x = time_frame_end()
| fields x
| sort desc",0.6368757307500601
39,Return the maximum value of the action_total_download field for all records that have matching values for their actor_process_image_path and actor_process_command_line values. The query returns a maximum of 100 xdr_data records and includes a raw_data column listing the raw data events used to display the final comp results.,"dataset = xdr_data
| fields actor_process_image_path as Process_Path, actor_process_command_line as Process_CMD, action_total_download as Download
| filter Download > 0
| limit 100
| comp max(Download) as max_download by Process_Path, Process_CMD addrawdata = true as raw_data",0.6363767419919764
40,Return the minimum value of the action_total_download field for all records that have matching values for their actor_process_image_path and actor_process_command_line values. The query returns a maximum of 100 xdr_data records and includes a raw_data column listing the raw data events used to display the final comp results.,"dataset = xdr_data
| fields actor_process_image_path as Process_Path, actor_process_command_line as Process_CMD, action_total_download as Download
| filter Download > 0
| limit 100
| comp min(Download) as min_download by Process_Path, Process_CMD addrawdata = true as raw_data",0.6343386966409729
42,Return an array containing all the values seen for the action_total_download field for all records that have matching values for their actor_process_image_path and actor_process_command_line values. The query returns a maximum of 100 xdr_data records and includes a raw_data column listing the raw data events used to display the final comp results.,"dataset = xdr_data
| fields actor_process_image_path as Process_Path, actor_process_command_line as Process_CMD, action_total_download Download
| filter Download > 0
| limit 100
| comp values(Download) as values_download by Process_Path, Process_CMD addrawdata = true as raw_data",0.6339449740452922
71,"Use the Alter stage to assign a value returned by the arrayindexof function to a field called x. The arrayindexof function reviews the dfe_labels array and returns 0 if the array is not empty and the backtrace_identities array contains more than 1 element. Otherwise, a NULL value is assigned to the x field.","dataset in (xdr_data) 
| alter x = arrayindexof(dfe_labels , array_length(backtrace_identities) > 1) 
| fields x, dfe_labels 
| limit 100 ",0.6330739212453962
38,Return an array containing up to 100 values seen for the action_total_download field for all records that have matching values for their actor_process_image_path and actor_process_command_line values. The query returns a maximum of 100 xdr_data records and includes a raw_data column listing the raw data events used to display the final comp results.,"dataset = xdr_data
| fields actor_process_image_path as Process_Path, actor_process_command_line as Process_CMD, action_total_download Download
| filter Download > 0
| limit 100
| comp list(Download) as list_download by Process_Path, Process_CMD addrawdata = true as raw_data",0.6312230418738818
99,"For the last 5 days from when the query is sent, returns a maximum of 100 xdr_data records with the events of the _time field with a new field called ""x"". The ""x"" field lists the final timestamp at the end of 5 days from when the query was sent for the events in descending order. For more information on this relative timeframe range, see the config timeframe function.","config timeframe = 5d
| dataset = xdr_data
| alter x = time_frame_end()
| fields x
| sort desc x",0.63069784725756
41,Return the sum of the action_total_download field for all records that have matching values for their actor_process_image_path and actor_process_command_line values. The query returns a maximum of 100 xdr_data records and includes a raw_data column listing the raw data events used to display the final comp results.,"dataset = xdr_data
| fields actor_process_image_path as Process_Path, actor_process_command_line as Process_CMD, action_total_download as Download
| filter Download > 0
| limit 100
| comp sum(Download) as total_download by Process_Path, Process_CMD addrawdata = true as raw_data",0.6301716327383433
32,Return the sum of the action_total_download field for all records that have matching values for their actor_process_image_path and actor_process_command_line values. The query returns a maximum of 100 xdr_data records and includes a raw_data column listing the raw data events used to display the final comp results.,"dataset = xdr_data
| fields actor_process_image_path as Process_Path, actor_process_command_line as Process_CMD, action_total_download as Download
| filter Download > 0
| limit 100
| comp avg(Download) as average_download by Process_Path, Process_CMD
addrawdata = true as raw_data",0.6301716327383433
81,"Returns a maximum of 100 xdr_data records, which includes a string field called new_time in the format YYYY/MM/dd HH:mm:ss, such as 2021/11/12 01:53:35. This format is detailed in the format_timestamp function, which defines the retrieving the new_time (%Y/%m/%d %H:%M:%S) from the _time field and adding +03:00 hours as the time zone format.","dataset = xdr_data  
| alter hour = format_timestamp(""%Y/%m/%d %H:%M:%S"", _time, ""+03:00"") 
| fields hour 
| limit 100
",0.6292808648004496
93,"Returns a maximum of 100 microsoft_dhcp_raw records, which includes a TIMESTAMP object in the p_t_test field in the format MMM dd YYYY HH:mm:ss, such as Jun 25th 2021 18:31:25. This format is detailed in the format_string function, which includes merging both the date and time fields, and includes a ""Asia/Singapore"" time zone.","dataset = microsoft_dhcp_raw 
| alter p_t_test = parse_timestamp(""%m/%d/%y %H:%M:%S"", format_string(""%s %s"", date, time), ""Asia/Singapore"") 
| fields p_t_test 
| limit 100
",0.6291372363430339
80,"Returns a maximum of 100 xdr_data records, which includes a string field called new_time in the format YYYY/MM/dd HH:mm:ss, such as 2021/11/12 12:10:30. This format is detailed in the format_timestamp function, which defines retrieving the new_time (%Y/%m/%d %H:%M:%S) from the _time field.","dataset = xdr_data
| alter new_time = format_timestamp(""%Y/%m/%d %H:%M:%S"", _time) 
| fields new_time 
| limit 100
",0.629033765631887
51,"Return unique groups of actor_primary_username and os_actor_primary_username field values. For each unique grouping, return the pair that first appears on a record with a non-NULL action_file_size field.","dataset = xdr_data 
| fields actor_primary_username as apu, 
         os_actor_primary_username as oapu, 
         action_file_size as afs 
| filter apu != null and afs != null 
| dedup apu, oapu by asc afs
",0.6279383680484982
94,"Returns a maximum of 100 microsoft_dhcp_raw records, which includes a TIMESTAMP object in the p_t_test field in the format MMM dd YYYY HH:mm:ss, such as Jun 25th 2021 18:31:25. This format is detailed in the format_string function, which includes merging both the date and time fields, and includes a time zone using an hours offset of â€œ+08:00â€.","dataset = microsoft_dhcp_raw 
| alter p_t_test = parse_timestamp(""%m/%d/%y %H:%M:%S"", format_string(""%s %s"", date, time), â€œ+08:00â€) 
| fields p_t_test 
| limit 100
",0.6270803547861994
47,"From April 1, 2021 at 9:00 a.m. UTC -02:00 until April 2, 2021 at 10:00 a.m. UTC -02:00, return a maximum of 100 xdr_data records.","config timeframe between ""2021-04-01 09:00:00 -0200"" and ""2021-04-02 10:00:00 -0200"" 
| dataset = xdr_data 
| limit 100",0.6265558899762438
26,Sum the action_total_download values for all records with matching pairs of values for the actor_process_image_path and actor_process_command_line fields. The query returns a maximum of 100 xdr_data records and includes a raw_data column listing the raw data events used to display the final comp results.,"dataset = xdr_data
| fields actor_process_image_path as Process_Path,
actor_process_command_line as Process_CMD,
action_total_download as Download
| filter Download > 0
| limit 100
| comp sum(Download) as total by Process_Path, Process_CMD addrawdata =
true as raw_data",0.6265422450108575
33,Return a count of all values seen for the actor_process_image_path field for all records that have matching values for their actor_process_image_path and actor_process_command_line values. The query returns a maximum of 100 xdr_data records and includes a raw_data column listing the raw data events used to display the final comp results.,"dataset = xdr_data
| fields actor_process_image_path as Process_Path, actor_process_command_line as Process_CMD, action_total_download as Download
| filter Download > 0
| limit 100
| comp count(Process_Path) as num_process_path by process_path, process_cmd addrawdata = true as raw_data
| sort desc process_path",0.6263500128951394
35,Return the first timestamp found in the dataset for any given action_total_download value for all records that have matching values for their actor_process_image_path and actor_process_command_line fields. The query returns a maximum of 100 xdr_data records and includes a raw_data column listing the raw data events used to display the final comp results.,"dataset = xdr_data
| fields _time,actor_process_image_path as Process_Path, actor_process_command_line as Process_CMD, action_total_download as Download
| filter Download > 0
| limit 100
| comp first(_time) as download_time by Process_Path, Process_CMD addrawdata = true as raw_data",0.6236603803406207
34,Return the chronologically earliest timestamp found for any given action_total_download value for all records that have matching values for their actor_process_image_path and actor_process_command_line fields. The query returns a maximum of 100 xdr_data records and includes a raw_data column listing the raw data events used to display the final comp results.,"dataset = xdr_data
| fields _time, actor_process_image_path as Process_Path, actor_process_command_line as Process_CMD, action_total_download as Download
| filter Download > 0
| limit 100
| comp earliest(_time) as download_time by Process_Path, Process_CMD addrawdata = true as raw_data",0.6223845619250434
78,Integer with left blank padding,"dataset = xdr_data 
| filter action_remote_ip_int != null
| alter int_with_left_blank = format_string(""|%100d|"", action_remote_ip_int)
| fields int_with_left_blank 
| limit 100
",0.6211137704378624
132,"Write XQL query to hunt for hunt on known IOCs hash (""2523f94bd4fba4af76f4411fe61084a7e7d80dec163c9ccba9226c80b8b31252"", ""d035d394a82ae1e44b25e273f99eae8e2369da828d6b6fdb95076fd3eb5de142"", ""94786066a64c0eb260a28a2959fcd31d63d175ade8b05ae682d3f6f9b2a5a916"", ""48b5fb3fa3ea67c2bc0086c41ec755c39d748a7100d71b81f618e82bf1c479f0"", ""ee44c0692fd2ab2f01d17ca4b58ca6c7f79388cbc681f885bb17ec946514088c"", ""ee42ddacbd202008bcc1312e548e1d9ac670dd3d86c999606a3a01d464a2a330"",""ee44c0692fd2ab2f01d17ca4b58ca6c7f79388cbc681f885bb17ec946514088c"", ""ee42ddacbd202008bcc1312e548e1d9ac670dd3d86c999606a3a01d464a2a330"" or destination domains in (.*theyardservice.com|.*worldhomeoutlet.com|refreshauthtoken-default-rtdb.firebaseio.com)","dataset = xdr_data|filter action_file_sha256 IN (""2523f94bd4fba4af76f4411fe61084a7e7d80dec163c9ccba9226c80b8b31252"", ""d035d394a82ae1e44b25e273f99eae8e2369da828d6b6fdb95076fd3eb5de142"", ""94786066a64c0eb260a28a2959fcd31d63d175ade8b05ae682d3f6f9b2a5a916"", ""48b5fb3fa3ea67c2bc0086c41ec755c39d748a7100d71b81f618e82bf1c479f0"", ""ee44c0692fd2ab2f01d17ca4b58ca6c7f79388cbc681f885bb17ec946514088c"", ""ee42ddacbd202008bcc1312e548e1d9ac670dd3d86c999606a3a01d464a2a330"") OR action_module_sha256 IN (""ee44c0692fd2ab2f01d17ca4b58ca6c7f79388cbc681f885bb17ec946514088c"", ""ee42ddacbd202008bcc1312e548e1d9ac670dd3d86c999606a3a01d464a2a330"") OR dst_action_external_hostname ~="".*theyardservice.com|.*worldhomeoutlet.com|refreshauthtoken-default-rtdb.firebaseio.com"" OR action_external_hostname ~="".*theyardservice.com|.*worldhomeoutlet.com|refreshauthtoken-default-rtdb.firebaseio.com"" OR dns_query_name ~="".*theyardservice.com|.*worldhomeoutlet.com"" | fields agent_hostname, causality_actor_process_image_path, actor_process_image_path,action_external_hostname, action_file_path, action_module_path, dst_action_external_hostname, dns_query_name,event_id, action_file_sha256, action_module_sha256",0.620347914618906
102,"Returns a maximum of 100 xdr_data records with the events of the _time field, which includes a timestamp field in the Unix epoch format called ts. The ts field contains the equivalent Unix epoch values in milliseconds for the timestamps listed in the _time field.","dataset = xdr_data
| filter _time != null
| alter ts = to_epoch(_time, ""MILLIS"")
| fields ts
| limit 100",0.6183451549847954
36,Return the last timestamp found in the dataset for any given action_total_download value for all records that have matching values for their actor_process_image_path and actor_process_command_line fields. The query returns a maximum of 100 xdr_data records and includes a raw_data column listing the raw data events used to display the final comp results.,"dataset = xdr_data
| fields _time, actor_process_image_path as Process_Path, actor_process_command_line as Process_CMD, action_total_download as Download
| filter Download > 0
| limit 100
| comp last(_time) as download_time by Process_Path, Process_CMD addrawdata = true as raw_data",0.6179616485976371
37,Return the chronologically latest timestamp found for any given action_total_download value for all records that have matching values for their actor_process_image_path and actor_process_command_line fields. The query returns a maximum of 100 xdr_data records and includes a raw_data column listing the raw data events used to display the final comp results.,"dataset = xdr_data
| fields _time, actor_process_image_path as Process_Path, actor_process_command_line as Process_CMD, action_total_download as Download
| filter Download > 0
| limit 100
| comp latest(_time) as download_time by Process_Path, Process_CMD addrawdata = true as raw_data",0.6171064001223605
79,Integer with left zero padding,"dataset = xdr_data 
| filter action_remote_ip_int != null
| alter int_with_left_zero_padding = format_string(""+%0100d+"", action_remote_ip_int)
| fields int_with_left_zero_padding 
| limit 100
",0.6109317165869788
90,"Returns a maximum of 100 xdr_data records, which includes a timestamp field called new_time in the format MMM dd YYYY HH:mm:ss, such as Dec 25th 2008 04:30:00. This new_time field is comprised by taking a character string representation of a timestamp ""Thu Dec 25 07:30:00 2008"" and adding to it +03:00 hours as the time zone format. This string timestamp is then converted to a Unix epoch TIMESTAMP object in milliseconds using the parse_epoch function, and this resulting value is converted to the final timestamp using the to_timestamp function.","dataset = xdr_data
| alter new_time = to_timestamp(parse_epoch(""%c"", ""Thu Dec 25 07:30:00 2008"", ""+3"", ""millis""))
| fields new_time
| limit 100",0.6090250006183593
91,"Returns a maximum of 100 xdr_data records, which includes a timestamp field called new_time in the format MMM dd YYYY HH:mm:ss, such as Dec 25th 2008 04:30:00. This new_time field is comprised by taking a character string representation of a timestamp ""Thu Dec 25 07:30:00 2008"" and adding to it a UTC time zone format (default when none configured). This string timestamp is then converted to a Unix epoch TIMESTAMP object in seconds (default when none configured) using the parse_epoch function, and this resulting value is converted to the final timestamp using the to_timestamp function.","dataset = xdr_data
| alter new_time = to_timestamp(parse_epoch(""%c"", ""Thu Dec 25 07:30:00 2008""))
| fields new_time
| limit 100",0.6089808082702876
